metric,a,b,n,mean_delta,median_delta,sd_delta,ci95_lo,ci95_hi,cohens_d_paired,n_pos,n_zero,n_neg,cohens_d_unpaired
survived,reactive,random,20,1.0,1.0,0.0,1.0,1.0,0.0,20,0,0,0.0
any_birth,reactive,random,20,0.0,0.0,0.0,0.0,0.0,0.0,0,20,0,0.0
final_population,reactive,random,20,4.95,5.0,1.3562719801759993,4.355587596644251,5.544412403355749,3.649710435924256,20,0,0,5.1614699972187035
births,reactive,random,20,0.0,0.0,0.0,0.0,0.0,0.0,0,20,0,0.0
deaths,reactive,random,20,-4.95,-5.0,1.3562719801759993,-5.544412403355749,-4.355587596644251,-3.649710435924256,0,0,20,-5.1614699972187035
resources_consumed_count,reactive,random,20,75.95,82.0,16.2463761141402,68.82971172966771,83.0702882703323,4.674888693109606,20,0,0,6.360775916489606
total_energy_final,reactive,random,20,845.9,848.5,341.22964947995143,696.3495123335829,995.4504876664171,2.478975673096367,20,0,0,3.5058010176858545
mean_population,reactive,random,20,3.893,3.7375,0.8083566826072445,3.5387220634943,4.2472779365057,4.815943362333145,20,0,0,6.7454488723339106
mean_energy,reactive,random,20,80.20907671986,78.34497757335257,27.18166101309065,68.2961885336012,92.12196490611879,2.9508526605946344,20,0,0,4.156992218499345
action_entropy,reactive,random,20,-0.0030140064051402014,-0.0027280292620133206,0.005042729493758076,-0.0052240800494166885,-0.0008039327608637143,-0.5976934532917061,6,0,14,-0.965634119305528
invalid_action_rate,reactive,random,20,0.0,0.0,0.0,0.0,0.0,0.0,0,20,0,0.0
time_to_extinction_censored,reactive,random,20,92.85,98.5,20.678682132496792,83.78716796905886,101.91283203094113,4.49013140223695,20,0,0,6.350004725880818
max_generation,reactive,random,20,0.0,0.0,0.0,0.0,0.0,0.0,0,20,0,0.0
founders_reproducing_count,reactive,random,20,0.0,0.0,0.0,0.0,0.0,0.0,0,20,0,0.0
survived,llm_b_memory,random,20,1.0,1.0,0.0,1.0,1.0,0.0,20,0,0,0.0
any_birth,llm_b_memory,random,20,0.0,0.0,0.0,0.0,0.0,0.0,0,20,0,0.0
final_population,llm_b_memory,random,20,1.8,2.0,0.8944271909999159,1.4080000000000001,2.192,2.0124611797498106,20,0,0,2.8460498941515415
births,llm_b_memory,random,20,0.0,0.0,0.0,0.0,0.0,0.0,0,20,0,0.0
deaths,llm_b_memory,random,20,-1.8,-2.0,0.8944271909999159,-2.192,-1.4080000000000001,-2.0124611797498106,0,0,20,-2.8460498941515424
resources_consumed_count,llm_b_memory,random,20,27.35,25.5,11.108436812668677,22.4815129119699,32.2184870880301,2.462092593334874,20,0,0,3.4601510005507663
total_energy_final,llm_b_memory,random,20,194.65,157.5,146.3608644125162,130.50452295388487,258.79547704611514,1.329932019609979,20,0,0,1.8808078991666737
mean_population,llm_b_memory,random,20,1.3755000000000002,1.2325,0.5971398936862108,1.1137919027055647,1.6372080972944356,2.3034803310642773,20,0,0,3.1947028257610754
mean_energy,llm_b_memory,random,20,44.50427870398697,34.23905193236715,44.655188204674246,24.933279574742084,64.07527783323185,0.9966205606390999,20,0,0,1.4309148971999768
action_entropy,llm_b_memory,random,20,-0.7295595248035376,-0.7983789556239188,0.3263299286316049,-0.8725799218920706,-0.5865391277150046,-2.2356500608534136,0,0,20,-3.1645309947670106
invalid_action_rate,llm_b_memory,random,20,0.0,0.0,0.0,0.0,0.0,0.0,0,20,0,0.0
time_to_extinction_censored,llm_b_memory,random,20,92.85,98.5,20.678682132496792,83.78716796905886,101.91283203094113,4.49013140223695,20,0,0,6.350004725880818
max_generation,llm_b_memory,random,20,0.0,0.0,0.0,0.0,0.0,0.0,0,20,0,0.0
founders_reproducing_count,llm_b_memory,random,20,0.0,0.0,0.0,0.0,0.0,0.0,0,20,0,0.0
survived,llm_b_memory,reactive,20,0.0,0.0,0.0,0.0,0.0,0.0,0,20,0,0.0
any_birth,llm_b_memory,reactive,20,0.0,0.0,0.0,0.0,0.0,0.0,0,20,0,0.0
final_population,llm_b_memory,reactive,20,-3.15,-3.0,1.3869694338832113,-3.757866155627943,-2.542133844372057,-2.2711387309961752,0,0,20,-2.7419964199282436
births,llm_b_memory,reactive,20,0.0,0.0,0.0,0.0,0.0,0.0,0,20,0,0.0
deaths,llm_b_memory,reactive,20,3.15,3.0,1.3869694338832113,2.542133844372057,3.757866155627943,2.2711387309961752,20,0,0,2.7419964199282427
resources_consumed_count,llm_b_memory,reactive,20,-48.6,-45.5,16.34303328155778,-55.76265014171651,-41.43734985828349,-2.9737441736010197,0,0,20,-3.456264114483684
total_energy_final,llm_b_memory,reactive,20,-651.25,-599.5,336.5548168379738,-798.7516519265213,-503.7483480734787,-1.9350488164711919,0,0,20,-2.4805323453639865
mean_population,llm_b_memory,reactive,20,-2.5174999999999996,-2.3249999999999997,0.9262779223719435,-2.9234591984942635,-2.1115408015057358,-2.7178667861945507,0,0,20,-3.69012410879818
mean_energy,llm_b_memory,reactive,20,-35.70479801587302,-34.1582003968254,51.561923041255376,-58.30280715016152,-13.106788881584514,-0.6924644371255342,2,0,18,-0.983698645797474
action_entropy,llm_b_memory,reactive,20,-0.7265455183983974,-0.790679100443595,0.3261285238282618,-0.8694776459400014,-0.5836133908567934,-2.2277889399854947,0,0,20,-3.1513495100073734
invalid_action_rate,llm_b_memory,reactive,20,0.0,0.0,0.0,0.0,0.0,0.0,0,20,0,0.0
time_to_extinction_censored,llm_b_memory,reactive,20,0.0,0.0,0.0,0.0,0.0,0.0,0,20,0,0.0
max_generation,llm_b_memory,reactive,20,0.0,0.0,0.0,0.0,0.0,0.0,0,20,0,0.0
founders_reproducing_count,llm_b_memory,reactive,20,0.0,0.0,0.0,0.0,0.0,0.0,0,20,0,0.0
