metric,a,b,n,mean_delta,median_delta,sd_delta,ci95_lo,ci95_hi,cohens_d_paired,n_pos,n_zero,n_neg,cohens_d_unpaired
survived,reactive,random,20,1.0,1.0,0.0,1.0,1.0,0.0,20,0,0,0.0
any_birth,reactive,random,20,0.0,0.0,0.0,0.0,0.0,0.0,0,20,0,0.0
final_population,reactive,random,20,4.95,5.0,1.3562719801759993,4.355587596644251,5.544412403355749,3.649710435924256,20,0,0,5.1614699972187035
births,reactive,random,20,0.0,0.0,0.0,0.0,0.0,0.0,0,20,0,0.0
deaths,reactive,random,20,-4.95,-5.0,1.3562719801759993,-5.544412403355749,-4.355587596644251,-3.649710435924256,0,0,20,-5.1614699972187035
resources_consumed_count,reactive,random,20,75.95,82.0,16.2463761141402,68.82971172966771,83.0702882703323,4.674888693109606,20,0,0,6.360775916489606
total_energy_final,reactive,random,20,845.9,848.5,341.22964947995143,696.3495123335829,995.4504876664171,2.478975673096367,20,0,0,3.5058010176858545
mean_population,reactive,random,20,3.893,3.7375,0.8083566826072445,3.5387220634943,4.2472779365057,4.815943362333145,20,0,0,6.7454488723339106
mean_energy,reactive,random,20,80.20907671986,78.34497757335257,27.18166101309065,68.2961885336012,92.12196490611879,2.9508526605946344,20,0,0,4.156992218499345
action_entropy,reactive,random,20,-0.0030140064051402014,-0.0027280292620133206,0.005042729493758076,-0.0052240800494166885,-0.0008039327608637143,-0.5976934532917061,6,0,14,-0.965634119305528
invalid_action_rate,reactive,random,20,0.0,0.0,0.0,0.0,0.0,0.0,0,20,0,0.0
time_to_extinction_censored,reactive,random,20,92.85,98.5,20.678682132496792,83.78716796905886,101.91283203094113,4.49013140223695,20,0,0,6.350004725880818
max_generation,reactive,random,20,0.0,0.0,0.0,0.0,0.0,0.0,0,20,0,0.0
founders_reproducing_count,reactive,random,20,0.0,0.0,0.0,0.0,0.0,0.0,0,20,0,0.0
survived,llm_evolution_memory,random,20,1.0,1.0,0.0,1.0,1.0,0.0,20,0,0,0.0
any_birth,llm_evolution_memory,random,20,0.9,1.0,0.30779350562554625,0.7651035484841098,1.0348964515158903,2.924038303442689,18,2,0,4.135214625627066
final_population,llm_evolution_memory,random,20,3.25,3.5,1.5852942612451615,2.5552141564330397,3.9447858435669603,2.0500925786782975,20,0,0,2.8992687288872796
births,llm_evolution_memory,random,20,2.9,2.5,2.100125309544522,1.9795795011317696,3.82042049886823,1.3808699827673407,18,2,0,1.9528450575034753
deaths,llm_evolution_memory,random,20,-0.35,-0.5,1.5985190514644287,-1.0505818634309776,0.35058186343097764,-0.21895266101418023,7,3,10,-0.3096458227239322
resources_consumed_count,llm_evolution_memory,random,20,51.65,52.0,18.479789814252417,43.55087501802298,59.74912498197702,2.7949452087471944,20,0,0,3.978113148857162
total_energy_final,llm_evolution_memory,random,20,197.8,195.5,124.6129164547898,143.18598139478723,252.4140186052128,1.5873153893461989,20,0,0,2.2448029513769243
mean_population,llm_evolution_memory,random,20,3.854,3.7849999999999997,0.994031663161904,3.418346415359031,4.28965358464097,3.8771400779537095,20,0,0,5.430683184361657
mean_energy,llm_evolution_memory,random,20,17.402925175570946,15.931055352558072,9.04480652090601,13.438863939651421,21.366986411490473,1.9240793194797619,20,0,0,2.6654737615589963
action_entropy,llm_evolution_memory,random,20,-0.6840298663782897,-0.72177288385085,0.18110730319066345,-0.7634036416448633,-0.604656091111716,-3.7769314341684326,0,0,20,-5.365535136169603
invalid_action_rate,llm_evolution_memory,random,20,0.0,0.0,0.0,0.0,0.0,0.0,0,20,0,0.0
time_to_extinction_censored,llm_evolution_memory,random,20,92.85,98.5,20.678682132496792,83.78716796905886,101.91283203094113,4.49013140223695,20,0,0,6.350004725880818
max_generation,llm_evolution_memory,random,20,1.2,1.0,0.6958523739384594,0.8950292507555243,1.5049707492444755,1.724503709325747,18,2,0,2.4388165340911807
founders_reproducing_count,llm_evolution_memory,random,20,2.15,2.0,1.3088765773505315,1.5763595477818422,2.7236404522181576,1.642630051759423,18,2,0,2.323029697159795
survived,llm_evolution_memory,reactive,20,0.0,0.0,0.0,0.0,0.0,0.0,0,20,0,0.0
any_birth,llm_evolution_memory,reactive,20,0.9,1.0,0.30779350562554625,0.7651035484841098,1.0348964515158903,2.924038303442689,18,2,0,4.135214625627066
final_population,llm_evolution_memory,reactive,20,-1.7,-1.5,1.688973528196155,-2.440225285763875,-0.9597747142361249,-1.0065285048106238,0,5,15,-1.1523594427819834
births,llm_evolution_memory,reactive,20,2.9,2.5,2.100125309544522,1.9795795011317696,3.82042049886823,1.3808699827673407,18,2,0,1.9528450575034753
deaths,llm_evolution_memory,reactive,20,4.6,4.0,2.257152374587339,3.6107593555501376,5.589240644449862,2.0379660902782377,20,0,0,3.1031758891178565
resources_consumed_count,llm_evolution_memory,reactive,20,-24.3,-22.5,22.372680708964293,-34.1052596412119,-14.4947403587881,-1.0861461045329033,2,0,18,-1.394116997916137
total_energy_final,llm_evolution_memory,reactive,20,-648.1,-595.0,339.77436785701127,-797.0126823738982,-499.18731762610184,-1.9074422949783627,0,0,20,-2.523050284711212
mean_population,llm_evolution_memory,reactive,20,-0.038999999999999965,0.07249999999999979,1.0771277596117907,-0.5110720546250271,0.4330720546250272,-0.03620740404467527,11,0,9,-0.04405479674169233
mean_energy,llm_evolution_memory,reactive,20,-62.80615154428905,-67.03495634920635,27.226548844342368,-74.73871268998795,-50.873590398590146,-2.306798114713686,0,0,20,-3.169241338831872
action_entropy,llm_evolution_memory,reactive,20,-0.6810158599731494,-0.7177244526577579,0.1798629022930217,-0.7598442525000388,-0.60218746744626,-3.7863052985972603,0,0,20,-5.341294888312191
invalid_action_rate,llm_evolution_memory,reactive,20,0.0,0.0,0.0,0.0,0.0,0.0,0,20,0,0.0
time_to_extinction_censored,llm_evolution_memory,reactive,20,0.0,0.0,0.0,0.0,0.0,0.0,0,20,0,0.0
max_generation,llm_evolution_memory,reactive,20,1.2,1.0,0.6958523739384594,0.8950292507555243,1.5049707492444755,1.724503709325747,18,2,0,2.4388165340911807
founders_reproducing_count,llm_evolution_memory,reactive,20,2.15,2.0,1.3088765773505315,1.5763595477818422,2.7236404522181576,1.642630051759423,18,2,0,2.323029697159795
