metric,a,b,n,mean_delta,median_delta,sd_delta,ci95_lo,ci95_hi,cohens_d_paired,n_pos,n_zero,n_neg,cohens_d_unpaired
survived,reactive,random,20,1.0,1.0,0.0,1.0,1.0,0.0,20,0,0,0.0
any_birth,reactive,random,20,0.0,0.0,0.0,0.0,0.0,0.0,0,20,0,0.0
final_population,reactive,random,20,4.95,5.0,1.3562719801759993,4.355587596644251,5.544412403355749,3.649710435924256,20,0,0,5.1614699972187035
births,reactive,random,20,0.0,0.0,0.0,0.0,0.0,0.0,0,20,0,0.0
deaths,reactive,random,20,-4.95,-5.0,1.3562719801759993,-5.544412403355749,-4.355587596644251,-3.649710435924256,0,0,20,-5.1614699972187035
resources_consumed_count,reactive,random,20,75.95,82.0,16.2463761141402,68.82971172966771,83.0702882703323,4.674888693109606,20,0,0,6.360775916489606
total_energy_final,reactive,random,20,845.9,848.5,341.22964947995143,696.3495123335829,995.4504876664171,2.478975673096367,20,0,0,3.5058010176858545
mean_population,reactive,random,20,3.893,3.7375,0.8083566826072445,3.5387220634943,4.2472779365057,4.815943362333145,20,0,0,6.7454488723339106
mean_energy,reactive,random,20,80.20907671986,78.34497757335257,27.18166101309065,68.2961885336012,92.12196490611879,2.9508526605946344,20,0,0,4.156992218499345
action_entropy,reactive,random,20,-0.0030140064051402014,-0.0027280292620133206,0.005042729493758076,-0.0052240800494166885,-0.0008039327608637143,-0.5976934532917061,6,0,14,-0.965634119305528
invalid_action_rate,reactive,random,20,0.0,0.0,0.0,0.0,0.0,0.0,0,20,0,0.0
time_to_extinction_censored,reactive,random,20,92.85,98.5,20.678682132496792,83.78716796905886,101.91283203094113,4.49013140223695,20,0,0,6.350004725880818
max_generation,reactive,random,20,0.0,0.0,0.0,0.0,0.0,0.0,0,20,0,0.0
founders_reproducing_count,reactive,random,20,0.0,0.0,0.0,0.0,0.0,0.0,0,20,0,0.0
survived,llm,random,20,1.0,1.0,0.0,1.0,1.0,0.0,20,0,0,0.0
any_birth,llm,random,20,0.0,0.0,0.0,0.0,0.0,0.0,0,20,0,0.0
final_population,llm,random,20,4.55,5.0,1.050062654772261,4.089789750565885,5.010210249434115,4.333074773511311,20,0,0,6.127893111476423
births,llm,random,20,0.0,0.0,0.0,0.0,0.0,0.0,0,20,0,0.0
deaths,llm,random,20,-4.55,-5.0,1.050062654772261,-5.010210249434115,-4.089789750565885,-4.333074773511311,0,0,20,-6.127893111476423
resources_consumed_count,llm,random,20,78.75,79.5,17.814467804509196,70.94246524520265,86.55753475479735,4.420564277540012,20,0,0,6.363195579505763
total_energy_final,llm,random,20,923.8,910.0,326.52582714001915,780.693746604692,1066.9062533953079,2.8291789598740094,20,0,0,4.00106325543443
mean_population,llm,random,20,3.7104999999999997,3.625,0.7783212366166177,3.3693856780923346,4.051614321907665,4.767311780068649,20,0,0,6.780679034308355
mean_energy,llm,random,20,90.32550181906633,96.57680792363868,27.023691889127765,78.48184665391486,102.1691569842178,3.3424560267209937,20,0,0,4.47642495326616
action_entropy,llm,random,20,-1.3271168541035567,-1.3268433809525104,0.22783589224244963,-1.4269703364861699,-1.2272633717209436,-5.824880535904837,0,0,20,-8.265467265056463
invalid_action_rate,llm,random,20,0.0,0.0,0.0,0.0,0.0,0.0,0,20,0,0.0
time_to_extinction_censored,llm,random,20,92.85,98.5,20.678682132496792,83.78716796905886,101.91283203094113,4.49013140223695,20,0,0,6.350004725880818
max_generation,llm,random,20,0.0,0.0,0.0,0.0,0.0,0.0,0,20,0,0.0
founders_reproducing_count,llm,random,20,0.0,0.0,0.0,0.0,0.0,0.0,0,20,0,0.0
survived,llm,reactive,20,0.0,0.0,0.0,0.0,0.0,0.0,0,20,0,0.0
any_birth,llm,reactive,20,0.0,0.0,0.0,0.0,0.0,0.0,0,20,0,0.0
final_population,llm,reactive,20,-0.4,0.0,1.465390194130093,-1.0422355691767544,0.24223556917675426,-0.27296484008305655,4,7,9,-0.3297963810470025
births,llm,reactive,20,0.0,0.0,0.0,0.0,0.0,0.0,0,20,0,0.0
deaths,llm,reactive,20,0.4,0.0,1.465390194130093,-0.24223556917675426,1.0422355691767544,0.27296484008305655,9,7,4,0.3297963810470025
resources_consumed_count,llm,reactive,20,2.8,1.0,18.88915032498815,-5.478535136121608,11.078535136121609,0.14823324246066935,10,0,10,0.16487486735437407
total_energy_final,llm,reactive,20,77.9,114.0,435.21354709952146,-112.84074690449393,268.64074690449394,0.17899259000360668,11,0,9,0.2332623958739651
mean_population,llm,reactive,20,-0.18249999999999983,-0.16500000000000004,0.8962898673508416,-0.5753163539043871,0.21031635390438735,-0.20361716298256718,9,0,11,-0.23973761102887464
mean_energy,llm,reactive,20,10.116425099206348,10.930839285714278,32.70738661336259,-4.218219108227345,24.45106930664004,0.30930093005575954,12,0,8,0.36762578584755107
action_entropy,llm,reactive,20,-1.3241028476984167,-1.3227617357154497,0.22674356402741092,-1.4234775961330866,-1.2247280992637468,-5.839649091598236,0,0,20,-8.246113225033548
invalid_action_rate,llm,reactive,20,0.0,0.0,0.0,0.0,0.0,0.0,0,20,0,0.0
time_to_extinction_censored,llm,reactive,20,0.0,0.0,0.0,0.0,0.0,0.0,0,20,0,0.0
max_generation,llm,reactive,20,0.0,0.0,0.0,0.0,0.0,0.0,0,20,0,0.0
founders_reproducing_count,llm,reactive,20,0.0,0.0,0.0,0.0,0.0,0.0,0,20,0,0.0
