metric,a,b,n,mean_delta,median_delta,sd_delta,ci95_lo,ci95_hi,cohens_d_paired,n_pos,n_zero,n_neg,cohens_d_unpaired
survived,reactive,random,20,1.0,1.0,0.0,1.0,1.0,0.0,20,0,0,0.0
any_birth,reactive,random,20,0.0,0.0,0.0,0.0,0.0,0.0,0,20,0,0.0
final_population,reactive,random,20,4.95,5.0,1.3562719801759993,4.355587596644251,5.544412403355749,3.649710435924256,20,0,0,5.1614699972187035
births,reactive,random,20,0.0,0.0,0.0,0.0,0.0,0.0,0,20,0,0.0
deaths,reactive,random,20,-4.95,-5.0,1.3562719801759993,-5.544412403355749,-4.355587596644251,-3.649710435924256,0,0,20,-5.1614699972187035
resources_consumed_count,reactive,random,20,75.95,82.0,16.2463761141402,68.82971172966771,83.0702882703323,4.674888693109606,20,0,0,6.360775916489606
total_energy_final,reactive,random,20,845.9,848.5,341.22964947995143,696.3495123335829,995.4504876664171,2.478975673096367,20,0,0,3.5058010176858545
mean_population,reactive,random,20,3.893,3.7375,0.8083566826072445,3.5387220634943,4.2472779365057,4.815943362333145,20,0,0,6.7454488723339106
mean_energy,reactive,random,20,80.20907671986,78.34497757335257,27.18166101309065,68.2961885336012,92.12196490611879,2.9508526605946344,20,0,0,4.156992218499345
action_entropy,reactive,random,20,-0.0030140064051402014,-0.0027280292620133206,0.005042729493758076,-0.0052240800494166885,-0.0008039327608637143,-0.5976934532917061,6,0,14,-0.965634119305528
invalid_action_rate,reactive,random,20,0.0,0.0,0.0,0.0,0.0,0.0,0,20,0,0.0
time_to_extinction_censored,reactive,random,20,92.85,98.5,20.678682132496792,83.78716796905886,101.91283203094113,4.49013140223695,20,0,0,6.350004725880818
max_generation,reactive,random,20,0.0,0.0,0.0,0.0,0.0,0.0,0,20,0,0.0
founders_reproducing_count,reactive,random,20,0.0,0.0,0.0,0.0,0.0,0.0,0,20,0,0.0
survived,llm,random,20,0.0,0.0,0.0,0.0,0.0,0.0,0,20,0,0.0
any_birth,llm,random,20,0.0,0.0,0.0,0.0,0.0,0.0,0,20,0,0.0
final_population,llm,random,20,0.0,0.0,0.0,0.0,0.0,0.0,0,20,0,0.0
births,llm,random,20,0.0,0.0,0.0,0.0,0.0,0.0,0,20,0,0.0
deaths,llm,random,20,0.0,0.0,0.0,0.0,0.0,0.0,0,20,0,0.0
resources_consumed_count,llm,random,20,-5.6,-5.5,3.330876287421264,-7.05982089744995,-4.140179102550049,-1.6812392646187024,0,1,19,-2.5730224337235077
total_energy_final,llm,random,20,0.0,0.0,0.0,0.0,0.0,0.0,0,20,0,0.0
mean_population,llm,random,20,1.53475,1.6225000000000003,0.38838218765052884,1.3645340013240144,1.7049659986759857,3.9516487851419884,20,0,0,6.502301275938588
mean_energy,llm,random,20,-1.145745561844508,-0.4518707866239673,5.587557708422168,-3.594600699234552,1.3031095755455357,-0.2050530162968191,9,0,11,-0.3124564288647962
action_entropy,llm,random,20,-1.9442938127900529,-1.9988444119958237,0.2607990336453391,-2.0585940288587103,-1.8299935967213952,-7.455141936737774,0,0,20,-10.573501609420429
invalid_action_rate,llm,random,20,0.0,0.0,0.0,0.0,0.0,0.0,0,20,0,0.0
time_to_extinction,llm,random,20,15.2,15.5,29.44325496880219,2.2959245605363705,28.104075439463628,0.5162472700829369,15,0,5,0.832655524794424
time_to_extinction_censored,llm,random,20,15.2,15.5,29.44325496880219,2.2959245605363705,28.104075439463628,0.5162472700829369,15,0,5,0.832655524794424
max_generation,llm,random,20,0.0,0.0,0.0,0.0,0.0,0.0,0,20,0,0.0
founders_reproducing_count,llm,random,20,0.0,0.0,0.0,0.0,0.0,0.0,0,20,0,0.0
survived,llm,reactive,20,-1.0,-1.0,0.0,-1.0,-1.0,0.0,0,0,20,0.0
any_birth,llm,reactive,20,0.0,0.0,0.0,0.0,0.0,0.0,0,20,0,0.0
final_population,llm,reactive,20,-4.95,-5.0,1.3562719801759993,-5.544412403355749,-4.355587596644251,-3.649710435924256,0,0,20,-5.1614699972187035
births,llm,reactive,20,0.0,0.0,0.0,0.0,0.0,0.0,0,20,0,0.0
deaths,llm,reactive,20,4.95,5.0,1.3562719801759993,4.355587596644251,5.544412403355749,3.649710435924256,20,0,0,5.1614699972187035
resources_consumed_count,llm,reactive,20,-81.55,-85.5,16.605246475927895,-88.82757014104946,-74.27242985895053,-4.911098436161153,0,0,20,-6.892654033963254
total_energy_final,llm,reactive,20,-845.9,-848.5,341.22964947995143,-995.4504876664171,-696.3495123335829,-2.478975673096367,0,0,20,-3.5058010176858545
mean_population,llm,reactive,20,-2.35825,-2.26,0.8348672680511304,-2.724146712856166,-1.9923532871438343,-2.82470051257965,0,0,20,-4.069791427275933
mean_energy,llm,reactive,20,-81.3548222817045,-78.51481557846506,26.650364626024086,-93.03485955977784,-69.67478500363116,-3.052672014936017,0,0,20,-4.266802735907187
action_entropy,llm,reactive,20,-1.9412798063849124,-1.9929973700973203,0.25922838510312274,-2.0548916553793752,-1.8276679573904495,-7.488685336725986,0,0,20,-10.556542328225651
invalid_action_rate,llm,reactive,20,0.0,0.0,0.0,0.0,0.0,0.0,0,20,0,0.0
time_to_extinction_censored,llm,reactive,20,-77.65,-75.5,15.455453815128786,-84.42365128933234,-70.87634871066767,-5.024116465864704,0,0,20,-7.105173644967849
max_generation,llm,reactive,20,0.0,0.0,0.0,0.0,0.0,0.0,0,20,0,0.0
founders_reproducing_count,llm,reactive,20,0.0,0.0,0.0,0.0,0.0,0.0,0,20,0,0.0
