metric,a,b,n,mean_delta,median_delta,sd_delta,ci95_lo,ci95_hi,cohens_d_paired,n_pos,n_zero,n_neg,cohens_d_unpaired
survived,reactive,random,20,1.0,1.0,0.0,1.0,1.0,0.0,20,0,0,0.0
any_birth,reactive,random,20,0.0,0.0,0.0,0.0,0.0,0.0,0,20,0,0.0
final_population,reactive,random,20,4.95,5.0,1.3562719801759993,4.355587596644251,5.544412403355749,3.649710435924256,20,0,0,5.1614699972187035
births,reactive,random,20,0.0,0.0,0.0,0.0,0.0,0.0,0,20,0,0.0
deaths,reactive,random,20,-4.95,-5.0,1.3562719801759993,-5.544412403355749,-4.355587596644251,-3.649710435924256,0,0,20,-5.1614699972187035
resources_consumed_count,reactive,random,20,75.95,82.0,16.2463761141402,68.82971172966771,83.0702882703323,4.674888693109606,20,0,0,6.360775916489606
total_energy_final,reactive,random,20,845.9,848.5,341.22964947995143,696.3495123335829,995.4504876664171,2.478975673096367,20,0,0,3.5058010176858545
mean_population,reactive,random,20,3.893,3.7375,0.8083566826072445,3.5387220634943,4.2472779365057,4.815943362333145,20,0,0,6.7454488723339106
mean_energy,reactive,random,20,80.20907671986,78.34497757335257,27.18166101309065,68.2961885336012,92.12196490611879,2.9508526605946344,20,0,0,4.156992218499345
action_entropy,reactive,random,20,-0.0030140064051402014,-0.0027280292620133206,0.005042729493758076,-0.0052240800494166885,-0.0008039327608637143,-0.5976934532917061,6,0,14,-0.965634119305528
invalid_action_rate,reactive,random,20,0.0,0.0,0.0,0.0,0.0,0.0,0,20,0,0.0
time_to_extinction_censored,reactive,random,20,92.85,98.5,20.678682132496792,83.78716796905886,101.91283203094113,4.49013140223695,20,0,0,6.350004725880818
max_generation,reactive,random,20,0.0,0.0,0.0,0.0,0.0,0.0,0,20,0,0.0
founders_reproducing_count,reactive,random,20,0.0,0.0,0.0,0.0,0.0,0.0,0,20,0,0.0
survived,llm_b,random,20,1.0,1.0,0.0,1.0,1.0,0.0,20,0,0,0.0
any_birth,llm_b,random,20,0.0,0.0,0.0,0.0,0.0,0.0,0,20,0,0.0
final_population,llm_b,random,20,4.4,4.0,1.0954451150103321,3.9199000104144974,4.880099989585503,4.016632088371219,20,0,0,5.680375574437546
births,llm_b,random,20,0.0,0.0,0.0,0.0,0.0,0.0,0,20,0,0.0
deaths,llm_b,random,20,-4.4,-4.0,1.0954451150103321,-4.880099989585503,-3.9199000104144974,-4.016632088371219,0,0,20,-5.680375574437546
resources_consumed_count,llm_b,random,20,75.2,77.0,13.559226806088441,69.25740683929278,81.14259316070722,5.54603895011427,20,0,0,7.521979728874629
total_energy_final,llm_b,random,20,663.8,655.0,261.8703174433764,549.0302731058036,778.5697268941963,2.534842461263415,20,0,0,3.584808587197918
mean_population,llm_b,random,20,3.715,3.6775,0.7580133313645057,3.3827860099907068,4.047213990009293,4.900969212919514,20,0,0,6.631105882939259
mean_energy,llm_b,random,20,70.80124378335205,62.99676034504711,25.358793749884754,59.687262399532784,81.91522516717131,2.7919799530556855,20,0,0,3.801942212879264
action_entropy,llm_b,random,20,-1.3275378310072798,-1.334313296634988,0.1839777266414389,-1.4081696248180415,-1.2469060371965182,-7.215752989461426,0,0,20,-10.19994550322172
invalid_action_rate,llm_b,random,20,0.0,0.0,0.0,0.0,0.0,0.0,0,20,0,0.0
time_to_extinction_censored,llm_b,random,20,92.85,98.5,20.678682132496792,83.78716796905886,101.91283203094113,4.49013140223695,20,0,0,6.350004725880818
max_generation,llm_b,random,20,0.0,0.0,0.0,0.0,0.0,0.0,0,20,0,0.0
founders_reproducing_count,llm_b,random,20,0.0,0.0,0.0,0.0,0.0,0.0,0,20,0,0.0
survived,llm_b,reactive,20,0.0,0.0,0.0,0.0,0.0,0.0,0,20,0,0.0
any_birth,llm_b,reactive,20,0.0,0.0,0.0,0.0,0.0,0.0,0,20,0,0.0
final_population,llm_b,reactive,20,-0.55,0.0,1.6050905860647506,-1.2534619654552088,0.15346196545520874,-0.34265978803629504,5,6,9,-0.44614753058558887
births,llm_b,reactive,20,0.0,0.0,0.0,0.0,0.0,0.0,0,20,0,0.0
deaths,llm_b,reactive,20,0.55,0.0,1.6050905860647506,-0.15346196545520874,1.2534619654552088,0.34265978803629504,9,6,5,0.44614753058558887
resources_consumed_count,llm_b,reactive,20,-0.75,-1.5,19.47704451804469,-9.286191126454959,7.786191126454959,-0.038506868909456746,9,0,11,-0.04890448375317093
total_energy_final,llm_b,reactive,20,-182.1,-240.5,360.66764114406084,-340.1695631249935,-24.030436875006473,-0.5048969722439395,5,0,15,-0.5987188837820475
mean_population,llm_b,reactive,20,-0.17799999999999966,-0.04249999999999998,1.0793814017882262,-0.6510597568573071,0.29505975685730773,-0.16490927090748886,10,0,10,-0.23097004895636292
mean_energy,llm_b,reactive,20,-9.407832936507939,-16.01970734126983,30.05078425192074,-22.578169823945025,3.7625039509291476,-0.31306447304804114,7,0,13,-0.35637393518314425
action_entropy,llm_b,reactive,20,-1.3245238246021396,-1.3352085170356502,0.1848622349202814,-1.4055432712579794,-1.2435043779462998,-7.164923788643566,0,0,20,-10.175694097242648
invalid_action_rate,llm_b,reactive,20,0.0,0.0,0.0,0.0,0.0,0.0,0,20,0,0.0
time_to_extinction_censored,llm_b,reactive,20,0.0,0.0,0.0,0.0,0.0,0.0,0,20,0,0.0
max_generation,llm_b,reactive,20,0.0,0.0,0.0,0.0,0.0,0.0,0,20,0,0.0
founders_reproducing_count,llm_b,reactive,20,0.0,0.0,0.0,0.0,0.0,0.0,0,20,0,0.0
